rowID;date;department;team;targeted_productivity;smv;wip;over_time;incentive;idle_time;idle_men;no_of_style_change;no_of_workers;actual_productivity
557;01/02/2015 00:00;sweing;11;0,7;20,1;1192;6120;75;0;0;0;54;0,700508929
558;01/02/2015 00:00;sweing;6;0,65;18,79;881;3960;26;0;0;0;33;0,651007071
559;01/02/2015 00:00;sweing;8;0,6;24,26;1196;6600;0;0;0;0;55;0,466821212
560;01/02/2015 00:00;sweing;7;0,7;24,26;1400;6720;0;0;0;0;56;0,411553571
561;01/02/2015 00:00;finishing ;6;0,6;2,9;NaN;1200;0;0;0;0;10;0,314166667
562;02/02/2015 00:00;sweing;1;0,8;22,94;16882;7020;113;0;0;0;58,5;1,000602279
563;02/02/2015 00:00;finishing ;9;0,75;3,94;NaN;960;0;0;0;0;8;0,994270833
564;02/02/2015 00:00;sweing;2;0,8;22,52;21385;7020;88;0;0;0;58,5;0,900158405
565;02/02/2015 00:00;sweing;3;0,8;22,52;21266;6840;70;0;0;0;57;0,90014152
566;02/02/2015 00:00;sweing;10;0,8;22,52;21540;6720;88;0;0;0;56;0,900129762
567;02/02/2015 00:00;finishing ;10;0,8;3,94;NaN;1200;0;0;0;0;10;0,85695
568;02/02/2015 00:00;finishing ;4;0,8;4,3;NaN;1440;0;0;0;0;12;0,809236111
569;02/02/2015 00:00;sweing;12;0,8;15,26;12261;3600;63;0;0;0;35;0,800401961
570;02/02/2015 00:00;sweing;4;0,8;22,52;23122;5940;50;0;0;0;56,5;0,800393224
571;02/02/2015 00:00;sweing;9;0,75;29,12;8992;6960;55;0;0;0;58;0,799963218
572;02/02/2015 00:00;finishing ;12;0,75;4,08;NaN;1080;0;0;0;0;9;0,740444444
573;02/02/2015 00:00;sweing;11;0,7;20,55;9792;6480;60;0;0;0;54;0,700398148
574;02/02/2015 00:00;sweing;6;0,7;18,79;2984;3960;30;0;0;0;33;0,700354545
575;02/02/2015 00:00;finishing ;8;0,65;4,15;NaN;960;0;0;0;0;8;0,561979167
576;02/02/2015 00:00;finishing ;1;0,75;3,94;NaN;2280;0;0;0;0;19;0,504596491
577;02/02/2015 00:00;sweing;5;0,5;30,1;839;6960;0;0;0;0;58;0,500801724
578;02/02/2015 00:00;sweing;7;0,7;24,26;2698;6720;0;0;0;0;56;0,295307738
579;02/02/2015 00:00;finishing ;6;0,6;2,9;NaN;1200;0;0;0;0;10;0,280333333
580;02/02/2015 00:00;sweing;8;0,65;24,26;1435;6600;0;0;0;0;55;0,260978788
581;03/02/2015 00:00;finishing ;2;0,8;3,94;NaN;2400;0;0;0;0;20;1,001416667
582;03/02/2015 00:00;sweing;1;0,8;22,52;1500;6900;113;0;0;0;57,5;1,000018551
583;03/02/2015 00:00;sweing;10;0,8;22,52;1188;6720;90;0;0;0;56;0,999995238
584;03/02/2015 00:00;finishing ;1;0,8;3,94;NaN;1200;0;0;0;0;10;0,99485
585;03/02/2015 00:00;finishing ;8;0,7;4,15;NaN;960;0;0;0;0;8;0,976979167
586;03/02/2015 00:00;sweing;3;0,8;22,52;1112;6840;100;0;0;0;57;0,950185965
587;03/02/2015 00:00;sweing;2;0,8;22,52;1452;6960;100;0;0;0;58;0,949981609
588;03/02/2015 00:00;finishing ;9;0,75;3,94;NaN;1320;0;0;0;0;11;0,919954545
589;03/02/2015 00:00;sweing;4;0,8;22,52;340;5460;63;0;0;0;56,5;0,800434622
590;03/02/2015 00:00;sweing;12;0,8;15,26;1029;2040;50;0;0;0;35;0,800259023
591;03/02/2015 00:00;finishing ;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,778222222
592;03/02/2015 00:00;sweing;9;0,75;29,12;1070;6960;34;0;0;0;58;0,750593103
593;03/02/2015 00:00;sweing;11;0,7;25,31;946;5760;60;0;0;0;54;0,700513566
594;03/02/2015 00:00;sweing;6;0,7;18,79;913;4020;30;0;0;0;33,5;0,700184577
595;03/02/2015 00:00;sweing;8;0,7;24,26;1363;6660;0;0;0;0;55,5;0,586465465
596;03/02/2015 00:00;sweing;7;0,7;24,26;1639;6720;0;0;0;0;56;0,541517857
597;03/02/2015 00:00;finishing ;4;0,8;4,3;NaN;1440;0;0;0;0;12;0,5375
598;03/02/2015 00:00;finishing ;6;0,7;2,9;NaN;960;0;0;0;0;8;0,495416667
599;03/02/2015 00:00;sweing;5;0,6;30,1;415;6960;0;0;0;0;58;0,415172414
600;04/02/2015 00:00;sweing;2;0,8;22,52;1263;6900;100;0;0;0;57,5;1,05028058
601;04/02/2015 00:00;sweing;3;0,8;22,52;968;6840;113;0;0;0;57;1,000230409
602;04/02/2015 00:00;sweing;10;0,8;22,52;1108;6720;113;0;0;0;56;0,999995238
603;04/02/2015 00:00;finishing;2;0,8;3,94;NaN;2160;0;0;0;0;18;0,966759259
604;04/02/2015 00:00;finishing;1;0,8;3,94;NaN;1200;0;0;0;0;10;0,929183333
605;04/02/2015 00:00;finishing;8;0,7;4,15;NaN;3000;0;0;0;0;25;0,915766667
606;04/02/2015 00:00;sweing;1;0,8;22,52;1532;6900;88;0;0;0;57,5;0,900147246
607;04/02/2015 00:00;sweing;12;0,8;15,26;1094;4080;38;0;0;0;34;0,800401961
608;04/02/2015 00:00;sweing;9;0,8;22,52;1086;6960;50;0;0;0;58;0,799963218
609;04/02/2015 00:00;finishing;7;0,7;3,94;NaN;960;0;0;0;0;8;0,779791667
610;04/02/2015 00:00;finishing;9;0,75;3,94;NaN;960;0;0;0;0;8;0,755166667
611;04/02/2015 00:00;sweing;6;0,7;18,79;941;3360;30;0;0;0;33;0,700710417
612;04/02/2015 00:00;sweing;7;0,7;24,26;1471;6960;0;0;0;0;58;0,700612069
613;04/02/2015 00:00;sweing;11;0,7;10,05;1042;6120;60;0;0;0;53;0,700278846
614;04/02/2015 00:00;sweing;8;0,7;29,12;1248;6840;0;0;0;0;57;0,700135088
615;04/02/2015 00:00;finishing ;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,687555556
616;04/02/2015 00:00;sweing;5;0,65;30,1;326;5820;0;90;10;0;58,5;0,650834808
617;04/02/2015 00:00;finishing;6;0,7;2,9;NaN;960;0;0;0;0;8;0,531666667
618;04/02/2015 00:00;sweing;4;0,35;30,1;287;6060;23;150;15;0;55,5;0,350706422
619;05/02/2015 00:00;sweing;2;0,8;22,52;1300;6780;113;0;0;0;56,5;1,000446018
620;05/02/2015 00:00;sweing;1;0,8;22,52;1485;6900;113;0;0;0;57,5;1,000018551
621;05/02/2015 00:00;sweing;10;0,8;22,52;1039;6720;113;0;0;0;56;0,999995238
622;05/02/2015 00:00;finishing;2;0,8;3,94;NaN;2640;0;0;0;0;22;0,999924242
623;05/02/2015 00:00;sweing;3;0,8;22,52;1063;6840;100;0;0;0;57;0,950185965
624;05/02/2015 00:00;finishing;6;0,7;2,9;NaN;960;0;0;0;0;8;0,9425
625;05/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,906666667
626;05/02/2015 00:00;finishing;7;0,7;3,94;NaN;1200;0;0;0;0;10;0,8471
627;05/02/2015 00:00;finishing;1;0,8;3,94;NaN;1440;0;0;0;0;12;0,845458333
628;05/02/2015 00:00;sweing;12;0,8;15,26;1083;720;38;0;0;0;34;0,800612676
629;05/02/2015 00:00;sweing;9;0,8;29,12;1069;6960;50;0;0;0;58;0,799963218
630;05/02/2015 00:00;finishing;10;0,8;3,94;NaN;960;0;0;0;0;8;0,771583333
631;05/02/2015 00:00;sweing;11;0,75;10,05;668;2520;34;0;0;0;26;0,7504
632;05/02/2015 00:00;sweing;6;0,7;18,79;766;2760;30;0;0;0;33;0,700079032
633;05/02/2015 00:00;sweing;5;0,7;30,1;557;6960;0;0;0;0;58;0,562212644
634;05/02/2015 00:00;sweing;7;0,07;24,26;1608;6960;0;0;0;0;58;0,522844828
635;05/02/2015 00:00;sweing;4;0,5;30,1;417;6360;23;0;0;1;53;0,500720126
636;05/02/2015 00:00;sweing;8;0,7;24,26;1167;6840;0;0;0;0;57;0,496549708
637;07/02/2015 00:00;finishing;2;0,8;3,94;NaN;3000;0;0;0;0;25;1,050666667
638;07/02/2015 00:00;sweing;2;0,8;22,52;1186;6900;113;0;0;0;58;1,000018551
639;07/02/2015 00:00;sweing;3;0,8;22,52;1060;6840;100;0;0;0;57;0,950185965
640;07/02/2015 00:00;sweing;1;0,8;22,52;1534;6780;88;0;0;0;57;0,900135693
641;07/02/2015 00:00;sweing;10;0,8;22,52;1142;6720;88;0;0;0;56;0,900129762
642;07/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,899111111
643;07/02/2015 00:00;finishing;1;0,8;3,94;NaN;1200;0;0;0;0;10;0,870083333
644;07/02/2015 00:00;finishing;6;0,75;2,9;NaN;960;0;0;0;0;8;0,845833333
645;07/02/2015 00:00;sweing;12;0,8;15,26;1021;4080;63;0;0;0;34;0,800401961
646;07/02/2015 00:00;sweing;9;0,8;29,12;829;6960;50;0;0;0;58;0,799963218
647;07/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,771583333
648;07/02/2015 00:00;sweing;6;0,75;18,79;813;1560;34;0;0;0;33;0,750520115
649;07/02/2015 00:00;sweing;11;0,75;10,05;677;3240;45;0;0;0;27;0,750027778
650;07/02/2015 00:00;finishing;7;0,7;3,94;NaN;1200;0;0;0;0;10;0,715766667
651;07/02/2015 00:00;sweing;7;0,7;24,26;658;6960;0;270;45;0;58;0,662270115
652;07/02/2015 00:00;sweing;4;0,6;30,1;486;6780;30;0;0;1;57;0,600224189
653;07/02/2015 00:00;sweing;5;0,7;30,1;687;7500;0;0;0;0;59;0,545657673
654;07/02/2015 00:00;finishing;4;0,8;4,3;NaN;960;0;0;0;0;8;0,447916667
655;07/02/2015 00:00;sweing;8;0,7;24,26;652;6840;0;300;37;0;57;0,365318713
656;08/02/2015 00:00;sweing;2;0,8;22,52;1233;6900;113;0;0;0;57,5;1,000018551
657;08/02/2015 00:00;finishing;7;0,7;4,15;NaN;1440;0;0;0;0;12;0,928680556
658;08/02/2015 00:00;sweing;10;0,8;22,52;1388;6720;88;0;0;0;56;0,9008
659;08/02/2015 00:00;sweing;1;0,8;22,52;1615;6780;88;0;0;0;56,5;0,900135693
660;08/02/2015 00:00;sweing;3;0,8;22,52;1283;6720;88;0;0;0;56;0,900129762
661;08/02/2015 00:00;finishing;1;0,8;3,94;NaN;1200;0;0;0;0;10;0,893066667
662;08/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,891555556
663;08/02/2015 00:00;finishing;2;0,8;3,94;NaN;2160;0;0;0;0;18;0,875555556
664;08/02/2015 00:00;finishing;8;0,7;4,15;NaN;1800;0;0;0;0;15;0,840888889
665;08/02/2015 00:00;sweing;12;0,8;15,26;1026;2880;63;0;0;0;34;0,800355208
666;08/02/2015 00:00;sweing;9;0,8;29,12;909;6960;50;0;0;0;58;0,799963218
667;08/02/2015 00:00;sweing;6;0,75;18,79;670;3960;34;0;0;0;33;0,75065101
668;08/02/2015 00:00;sweing;11;0,75;10,05;629;3240;45;0;0;0;27;0,750027778
669;08/02/2015 00:00;sweing;5;0,7;30,1;754;7020;0;0;0;0;58,5;0,700618234
670;08/02/2015 00:00;finishing;6;0,75;2,9;NaN;960;0;0;0;0;8;0,610208333
671;08/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,607416667
672;08/02/2015 00:00;sweing;4;0,65;30,1;712;6780;44;0;0;1;56,5;0,568259587
673;08/02/2015 00:00;sweing;7;0,7;24,26;148;6960;0;0;0;0;58;0,355534483
674;08/02/2015 00:00;sweing;8;0,7;24,26;154;6840;0;0;0;0;57;0,353259649
675;09/02/2015 00:00;finishing;2;0,8;3,94;NaN;2160;0;0;0;0;18;1,057962963
676;09/02/2015 00:00;finishing;1;0,8;3,94;NaN;1200;0;0;0;0;10;0,962016667
677;09/02/2015 00:00;sweing;10;0,8;22,52;1127;120;88;0;0;0;56;0,9008
678;09/02/2015 00:00;sweing;1;0,8;22,52;1506;3600;70;0;0;0;57;0,900509044
679;09/02/2015 00:00;sweing;2;0,8;22,52;1413;360;70;0;0;0;57;0,900477825
680;09/02/2015 00:00;finishing;6;0,75;2,9;NaN;960;0;0;0;0;8;0,888125
681;09/02/2015 00:00;sweing;12;0,8;15,26;970;4080;63;0;0;0;34;0,800401961
682;09/02/2015 00:00;sweing;3;0,8;22,52;1271;5400;50;0;0;0;57;0,800161172
683;09/02/2015 00:00;sweing;9;0,8;29,12;1073;6960;50;0;0;0;58;0,799963218
684;09/02/2015 00:00;sweing;4;0,7;30,1;767;3300;50;0;0;1;57;0,790003236
685;09/02/2015 00:00;sweing;11;0,75;10,05;103;0;45;0;0;0;54;0,750648148
686;09/02/2015 00:00;finishing;8;0,35;4,15;NaN;1800;0;0;0;0;15;0,707111111
687;09/02/2015 00:00;sweing;5;0,7;30,1;773;7020;40;0;0;0;58;0,700618234
688;09/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,697708333
689;09/02/2015 00:00;sweing;6;0,75;18,79;708;4080;0;0;0;0;34;0,612517157
690;09/02/2015 00:00;sweing;7;0,35;30,1;842;6960;0;0;0;1;58;0,350301724
691;09/02/2015 00:00;sweing;8;0,35;30,1;901;6960;0;0;0;1;58;0,350301724
692;09/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,272
693;10/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;1,004888889
694;10/02/2015 00:00;finishing;2;0,8;3,94;NaN;2160;0;0;0;0;18;0,966759259
695;10/02/2015 00:00;sweing;10;0,8;22,52;1268;0;88;0;0;0;56;0,90063244
696;10/02/2015 00:00;sweing;1;0,8;22,52;1546;0;88;0;0;0;57;0,90047076
697;10/02/2015 00:00;sweing;3;0,8;22,52;813;0;88;0;0;0;57;0,90047076
698;10/02/2015 00:00;sweing;2;0,8;22,52;1512;0;88;0;0;0;57;0,899984058
699;10/02/2015 00:00;finishing;1;0,8;3,94;NaN;1440;0;0;0;0;12;0,853666667
700;10/02/2015 00:00;sweing;9;0,8;29,12;1263;2160;38;0;0;0;58;0,8008
701;10/02/2015 00:00;sweing;12;0,8;15,26;900;4080;50;0;0;0;34;0,800401961
702;10/02/2015 00:00;finishing;4;0,7;4,15;NaN;1800;0;0;0;0;15;0,796755556
703;10/02/2015 00:00;sweing;6;0,75;18,79;640;2400;0;0;0;0;34;0,750797009
704;10/02/2015 00:00;sweing;11;0,8;10,05;13;3240;34;0;0;0;54;0,750648148
705;10/02/2015 00:00;sweing;5;0,75;30,1;855;7020;45;0;0;0;58;0,750356125
706;10/02/2015 00:00;finishing;8;0,35;4,15;NaN;960;0;0;0;0;8;0,703770833
707;10/02/2015 00:00;sweing;4;0,7;30,1;855;7020;40;0;0;1;58;0,700618234
708;10/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,6895
709;10/02/2015 00:00;finishing;6;0,75;2,9;NaN;960;0;0;0;0;8;0,628333333
710;10/02/2015 00:00;sweing;7;0,5;30,1;1025;6960;23;0;0;1;58;0,500801724
711;10/02/2015 00:00;sweing;8;0,5;30,1;1061;6960;30;0;0;1;58;0,393548851
712;11/02/2015 00:00;finishing;4;0,7;4,15;NaN;1800;0;0;0;0;15;1,033155556
713;11/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;1,02
714;11/02/2015 00:00;sweing;2;0,8;22,52;1557;0;90;0;0;0;57,5;1,000344928
715;11/02/2015 00:00;sweing;1;0,8;22,52;1498;0;113;0;0;0;57;1,000065789
716;11/02/2015 00:00;finishing;8;0,35;4,15;NaN;1440;0;0;0;0;12;0,994375
717;11/02/2015 00:00;finishing;2;0,8;3,94;NaN;2160;0;0;0;0;18;0,912037037
718;11/02/2015 00:00;finishing;5;0,7;4,15;NaN;240;0;0;0;0;2;0,87
719;11/02/2015 00:00;sweing;10;0,8;22,52;598;0;75;0;0;0;56;0,850364583
720;11/02/2015 00:00;sweing;6;0,8;18,79;656;3480;38;0;0;0;34;0,800947475
721;11/02/2015 00:00;sweing;12;0,8;15,26;854;4080;50;0;0;0;34;0,800401961
722;11/02/2015 00:00;sweing;9;0,8;29,12;609;3240;50;0;0;0;58;0,800144144
723;11/02/2015 00:00;sweing;5;0,75;30,1;788;7380;56;0;0;0;59,5;0,750406233
724;11/02/2015 00:00;sweing;8;0,6;30,1;1069;4560;30;0;0;1;58;0,714410494
725;11/02/2015 00:00;sweing;4;0,7;30,1;667;5940;40;0;0;1;59,5;0,700588406
726;11/02/2015 00:00;finishing;1;0,8;3,94;NaN;1440;0;0;0;0;12;0,618361111
727;11/02/2015 00:00;sweing;7;0,6;30,1;829;3360;23;0;0;1;58;0,600070513
728;11/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,54175
729;11/02/2015 00:00;sweing;3;0,8;22,52;11;6840;0;0;0;1;57;0,536901754
730;11/02/2015 00:00;sweing;11;0,35;11,41;434;3240;0;0;0;1;52;0,507903226
731;12/02/2015 00:00;sweing;1;0,8;22,52;1397;0;138;0;0;0;57;1,100483918
732;12/02/2015 00:00;finishing;4;0,7;4,15;NaN;1800;0;0;0;0;15;1,096633333
733;12/02/2015 00:00;sweing;2;0,8;22,52;1327;0;113;0;0;0;57,5;1,000344928
734;12/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,838666667
735;12/02/2015 00:00;sweing;12;0,8;15,26;894;4080;50;0;0;0;34;0,800401961
736;12/02/2015 00:00;finishing;8;0,35;4,15;NaN;1440;0;0;0;0;12;0,755486111
737;12/02/2015 00:00;sweing;5;0,75;30,1;610;7080;56;0;0;0;59;0,750799435
738;12/02/2015 00:00;sweing;6;0,8;18,79;779;3960;0;0;0;0;33;0,688017677
739;12/02/2015 00:00;finishing;1;0,8;3,94;NaN;1440;0;0;0;0;12;0,664875
740;12/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,656666667
741;12/02/2015 00:00;sweing;4;0,7;30,1;419;7080;0;0;0;1;59;0,637711864
742;12/02/2015 00:00;finishing;2;0,8;3,94;NaN;2160;0;0;0;0;18;0,601944444
743;12/02/2015 00:00;finishing;5;0,7;4,15;NaN;240;0;0;0;0;2;0,58
744;12/02/2015 00:00;sweing;7;0,65;30,1;909;7080;0;0;0;1;59;0,535677966
745;12/02/2015 00:00;sweing;11;0,5;11,41;1039;2280;0;0;0;2;55;0,50012336
746;12/02/2015 00:00;sweing;9;0,8;29,12;14;6960;0;0;0;0;58;0,497885057
747;12/02/2015 00:00;sweing;8;0,65;30,1;1193;7080;0;0;0;1;59;0,463403955
748;12/02/2015 00:00;sweing;10;0,8;22,52;10;6000;0;0;0;0;50;0,441392
749;12/02/2015 00:00;sweing;3;0,35;30,1;770;6960;0;0;0;1;58;0,350301724
750;14/02/2015 00:00;sweing;1;0,8;22,52;1416;6840;113;0;0;0;57;1,000230409
751;14/02/2015 00:00;finishing;7;0,7;4,15;NaN;1800;0;0;0;0;15;0,929277778
752;14/02/2015 00:00;finishing;4;0,75;4,15;NaN;2400;0;0;0;0;20;0,902916667
753;14/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,800888889
754;14/02/2015 00:00;sweing;12;0,8;15,26;942;4080;63;0;0;0;34;0,800401961
755;14/02/2015 00:00;sweing;2;0,8;22,52;674;3660;63;0;0;0;57;0,80037492
756;14/02/2015 00:00;finishing;1;0,8;3,94;NaN;1440;0;0;0;0;12;0,796208333
757;14/02/2015 00:00;sweing;4;0,75;30,1;481;7140;0;0;0;1;59;0,750392157
758;14/02/2015 00:00;sweing;5;0,75;30,1;664;7140;56;0;0;0;59;0,750392157
759;14/02/2015 00:00;finishing;8;0,7;4,15;NaN;960;0;0;0;0;8;0,725625
760;14/02/2015 00:00;sweing;8;0,7;30,1;824;5160;0;0;0;1;60;0,700206125
761;14/02/2015 00:00;sweing;7;0,7;30,1;957;7200;0;0;0;1;60;0,602
762;14/02/2015 00:00;sweing;11;0,6;11,41;1039;2280;23;0;0;2;55;0,600447507
763;14/02/2015 00:00;sweing;6;0,8;18,79;822;4080;0;0;0;0;34;0,557252451
764;14/02/2015 00:00;sweing;3;0,5;30,1;1261;6960;30;0;0;1;58;0,500801724
765;14/02/2015 00:00;finishing;6;0,8;2,9;NaN;960;0;0;0;0;8;0,483333333
766;14/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,238041667
767;15/02/2015 00:00;finishing;1;0,8;3,94;NaN;960;0;0;0;0;8;1,1204375
768;15/02/2015 00:00;finishing;2;0,8;3,94;NaN;960;0;0;0;0;8;1,108125
769;15/02/2015 00:00;sweing;1;0,8;22,52;1420;6840;113;0;0;0;57;1,000230409
770;15/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,876444444
771;15/02/2015 00:00;sweing;12;0,8;15,26;1120;1440;50;0;0;0;34;0,800806306
772;15/02/2015 00:00;finishing;5;0,75;4,15;NaN;240;0;0;0;0;2;0,760833333
773;15/02/2015 00:00;sweing;5;0,8;30,1;679;7140;0;0;0;0;59,5;0,722568627
774;15/02/2015 00:00;finishing;11;0,6;2,9;NaN;1200;0;0;0;0;10;0,715333333
775;15/02/2015 00:00;sweing;7;0,7;30,1;881;7080;0;0;0;1;59;0,700632768
776;15/02/2015 00:00;sweing;8;0,7;30,1;507;5880;40;2;10;1;59;0,700573099
777;15/02/2015 00:00;sweing;6;0,75;18,79;814;4080;0;0;0;0;34;0,681598039
778;15/02/2015 00:00;sweing;11;0,65;11,41;700;2640;23;0;0;2;53;0,650223718
779;15/02/2015 00:00;finishing;8;0,7;4,15;NaN;960;0;0;0;0;8;0,605208333
780;15/02/2015 00:00;finishing;6;0,8;2,9;NaN;960;0;0;0;0;8;0,604166667
781;15/02/2015 00:00;sweing;4;0,75;30,1;919;7140;0;0;0;1;59,5;0,598627451
782;15/02/2015 00:00;sweing;3;0,6;30,1;1361;6960;30;0;0;1;58;0,475718391
783;15/02/2015 00:00;sweing;2;0,8;22,52;12;6900;0;0;0;0;57,5;0,432122899
784;15/02/2015 00:00;finishing;4;0,75;4,15;NaN;2400;0;0;0;0;20;0,287041667
785;15/02/2015 00:00;sweing;9;0,5;18,79;1688;5280;0;0;0;1;54;0,283054487
786;16/02/2015 00:00;sweing;1;0,8;22,52;1422;6840;113;0;0;0;57;1,000230409
787;16/02/2015 00:00;finishing;9;0,8;3,94;NaN;1200;0;0;0;0;10;0,960433333
788;16/02/2015 00:00;finishing;12;0,8;4,08;NaN;1080;0;0;0;0;9;0,891555556
789;16/02/2015 00:00;finishing;3;0,5;4,15;NaN;960;0;0;0;0;8;0,864583333
790;16/02/2015 00:00;sweing;3;0,65;30,1;1263;600;63;0;0;1;58;0,802243319
791;16/02/2015 00:00;sweing;5;0,8;30,1;461;0;0;0;0;0;59;0,800980392
792;16/02/2015 00:00;sweing;12;0,8;15,26;1079;3720;38;0;0;0;34;0,800312375
793;16/02/2015 00:00;finishing;6;0,8;2,9;NaN;960;0;0;0;0;8;0,773333333
794;16/02/2015 00:00;sweing;6;0,75;18,79;895;3960;0;0;0;0;33;0,75065101
795;16/02/2015 00:00;sweing;4;0,75;30,1;912;7020;0;0;0;1;58;0,750356125
796;16/02/2015 00:00;finishing;4;0,75;4,15;NaN;1800;0;0;0;0;15;0,722333333
797;16/02/2015 00:00;sweing;7;0,7;30,1;784;600;30;0;0;1;59;0,700459889
798;16/02/2015 00:00;finishing;5;0,75;4,15;NaN;1200;0;0;0;0;10;0,629416667
799;16/02/2015 00:00;sweing;8;0,7;30,1;7;7080;27;2;10;2;59;0,621971751
800;16/02/2015 00:00;sweing;11;0,7;11,41;680;2160;30;0;0;2;54;0,565972222
801;16/02/2015 00:00;sweing;10;0,6;18,22;1131;5280;0;0;0;1;44;0,35542803
802;16/02/2015 00:00;sweing;9;0,6;18,79;2103;5400;0;0;0;1;54;0,329964879
803;16/02/2015 00:00;finishing;7;0,7;4,15;NaN;1800;0;0;0;0;15;0,258
804;17/02/2015 00:00;sweing;1;0,8;22,52;1445;6840;113;0;0;0;57;1,000230409
805;17/02/2015 00:00;finishing;10;0,8;3,94;NaN;960;0;0;0;0;8;0,927541667
806;17/02/2015 00:00;finishing;7;0,7;5,13;NaN;1200;0;0;0;0;10;0,91375
807;17/02/2015 00:00;finishing;12;0,8;5,13;NaN;1080;0;0;0;0;9;0,9025
808;17/02/2015 00:00;sweing;12;0,8;15,26;1133;4080;38;0;0;0;34;0,800401961
809;17/02/2015 00:00;finishing;3;0,5;5,13;NaN;1800;0;0;0;0;15;0,7866
810;17/02/2015 00:00;sweing;6;0,75;18,79;726;3360;0;0;0;0;33;0,750621354
811;17/02/2015 00:00;sweing;4;0,75;30,1;849;7020;45;0;0;1;58;0,750356125
812;17/02/2015 00:00;finishing;6;0,8;2,9;NaN;960;0;0;0;0;8;0,749166667
813;17/02/2015 00:00;sweing;7;0,7;30,1;562;840;30;0;0;1;59;0,700888203
814;17/02/2015 00:00;sweing;11;0,7;11,41;1054;3420;30;0;0;2;56;0,700614035
815;17/02/2015 00:00;sweing;3;0,7;30,1;1422;6960;50;0;0;1;58;0,700603448
816;17/02/2015 00:00;finishing;4;0,75;5,13;NaN;960;0;0;0;0;8;0,656666667
817;17/02/2015 00:00;sweing;5;0,8;30,1;680;7140;0;0;0;0;59;0,653431373
818;17/02/2015 00:00;sweing;9;0,65;18,79;2120;5520;0;0;0;1;51;0,650134
819;17/02/2015 00:00;sweing;8;0,6;29,4;179;0;23;5;30;2;58;0,600982906
820;17/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,586041667
821;17/02/2015 00:00;finishing;2;0,8;5,13;NaN;1800;0;0;0;0;15;0,5814
822;17/02/2015 00:00;sweing;2;0,5;30,33;838;6720;0;0;0;1;56;0,361071429
823;17/02/2015 00:00;sweing;10;0,65;18,22;741;0;0;8;35;1;49;0,302117347
824;18/02/2015 00:00;finishing;12;0,8;5,13;NaN;1200;0;0;0;0;10;0,9918
825;18/02/2015 00:00;finishing;6;0,8;2,9;NaN;1440;0;0;0;0;12;0,936861111
826;18/02/2015 00:00;finishing;2;0,8;5,13;NaN;1440;0;0;0;0;12;0,919125
827;18/02/2015 00:00;sweing;11;0,7;11,41;685;3360;30;0;0;2;56;0,8211125
828;18/02/2015 00:00;sweing;4;0,8;30,1;864;480;50;0;0;1;58;0,800980392
829;18/02/2015 00:00;sweing;5;0,8;30,1;511;0;0;0;0;0;59;0,800980392
830;18/02/2015 00:00;sweing;12;0,8;15,26;1095;4080;63;0;0;0;34;0,800401961
831;18/02/2015 00:00;sweing;1;0,8;22,52;1374;3960;63;0;0;0;57;0,800279693
832;18/02/2015 00:00;sweing;6;0,75;18,79;759;3960;34;0;0;0;33;0,75065101
833;18/02/2015 00:00;sweing;7;0,75;30,1;553;2280;45;0;0;1;59;0,75053268
834;18/02/2015 00:00;finishing;4;0,75;5,13;NaN;960;0;0;0;0;8;0,734645833
835;18/02/2015 00:00;sweing;3;0,7;30,1;1057;0;40;0;0;1;58;0,700603448
836;18/02/2015 00:00;sweing;9;0,7;18,79;1587;4560;30;0;0;1;51;0,70009573
837;18/02/2015 00:00;finishing;7;0,7;5,13;NaN;960;0;0;0;0;8;0,671875
838;18/02/2015 00:00;finishing;10;0,8;3,94;NaN;960;0;0;0;0;8;0,64025
839;18/02/2015 00:00;finishing;8;0,7;5,13;NaN;960;0;0;0;0;8;0,58
840;18/02/2015 00:00;finishing;9;0,8;3,94;NaN;960;0;0;0;0;8;0,549791667
